ticket_ID,buyer_name,price,date_of_sale,used,tier,match_ID,spectator_ID
0,Jessica Thomas,712,2016-11-03,1,2,674111853,0
1,Cory Wood,388,2016-11-03,1,2,674111853,1
2,Jon Rivera,111,2016-11-03,1,2,674111853,2
3,Barbara Abbott,933,2016-11-03,1,1,674111853,3
4,Patricia Mcclain,300,2016-11-03,1,1,674111853,4
5,Teresa Rasmussen,321,2016-11-03,1,2,674111853,5
6,Michael Williams,312,2016-11-03,1,1,674111853,6
7,James Murray,995,2016-11-03,0,1,674111853,7
8,Cynthia Lee,330,2016-11-03,1,2,674111853,8
9,Elizabeth White,594,2016-11-03,1,1,674111853,9
10,Gabriella Dunn,599,2016-11-03,1,1,674111853,10
11,Walter Morgan,508,2016-11-03,1,1,674111853,11
12,Michelle Thompson,326,2016-11-03,1,2,674111853,12
13,Sherri Rowland,986,2016-11-03,1,2,674111853,13
14,Sydney Schmidt,922,2016-11-03,1,3,674111853,14
15,Grant Hancock,684,2016-11-03,1,1,674111853,15
16,Donald Bell,368,2016-11-03,1,1,674111853,16
17,Susan Charles,617,2016-11-03,1,1,674111853,17
18,Vanessa Nguyen,461,2016-11-03,1,3,674111853,18
19,Adam Carr,146,2016-11-03,1,1,674111853,19
20,Brian Miller,453,2016-11-03,1,2,674111853,20
21,Mark Alvarez,695,2016-11-03,1,3,674111853,21
22,Shawn Stark,380,2016-11-03,1,1,674111853,22
23,Shannon Pacheco,560,2016-11-03,1,1,674111853,23
24,Sarah Edwards,269,2016-11-03,1,1,674111853,24
25,Angie Wilson,354,2016-11-03,0,2,674111853,25
26,Gary Mercer,244,2016-11-03,1,1,674111853,26
27,Robert Patton,398,2016-11-03,1,2,674111853,27
28,Gloria Gordon,701,2016-11-03,1,1,674111853,28
29,Carl Yoder,589,2016-11-03,1,1,674111853,29
30,Autumn Cantrell,467,2016-11-03,1,2,674111853,30
31,Catherine Howard,722,2016-11-03,1,1,674111853,31
32,Daniel Lucas,141,2016-11-03,1,1,674111853,32
33,Juan Robinson,176,2016-11-03,1,2,674111853,33
34,George Todd,715,2016-11-03,1,3,674111853,34
35,Shannon Ramirez,998,2016-11-03,1,1,674111853,35
36,Christopher Carroll,841,2016-11-03,1,1,674111853,36
37,Brittney Sparks,613,2016-11-03,1,1,674111853,37
38,Ronald Thomas,509,2016-11-03,1,1,674111853,38
39,William Joyce,402,2016-11-03,1,1,674111853,39
40,Zoe Lopez,282,2016-11-03,1,1,674111853,40
41,John Moreno,324,2016-11-03,1,2,674111853,41
42,Amanda Pennington,784,2016-11-03,1,1,674111853,42
43,Vanessa Moore,664,2016-11-03,1,2,674111853,43
44,Crystal Campbell DDS,557,2016-11-02,1,2,661111750,44
45,Jesse Davis,473,2016-11-02,1,1,661111750,45
46,Michael Cook,602,2016-11-02,1,1,661111750,46
47,Mr. Stephen Harris,211,2016-11-02,1,1,661111750,47
48,Sharon Kennedy,378,2016-11-02,1,1,661111750,48
49,Steven Hall,166,2016-11-02,1,3,661111750,49
50,Marie Walker,112,2016-11-02,1,1,661111750,50
51,Sue Dean,840,2016-11-02,1,1,661111750,51
52,Travis Smith,315,2016-11-02,1,1,661111750,52
53,Jose Nguyen,213,2016-11-02,1,1,661111750,53
54,Sandra Bryant,346,2016-11-02,1,1,661111750,54
55,Tony Cowan,607,2016-11-02,1,1,661111750,55
56,Sharon Thornton,314,2016-11-02,1,1,661111750,56
57,Tracy Collins,192,2016-11-02,1,1,661111750,57
58,Alyssa Gonzalez,270,2016-11-02,1,1,661111750,58
59,Shannon Stephenson,736,2016-11-02,1,2,661111750,59
60,Erik Michael DVM,428,2016-11-02,1,2,661111750,60
61,Cindy Brown,359,2016-11-02,1,3,661111750,61
62,Michael Mitchell,446,2016-11-02,1,1,661111750,62
63,Patrick Hernandez,854,2016-11-02,1,1,661111750,63
64,Ralph Mason,725,2016-11-02,1,1,661111750,64
65,Kimberly Wilson,480,2016-11-02,0,1,661111750,65
66,Debra Watkins,416,2016-11-02,1,2,661111750,66
67,Jacob Meyer,448,2016-11-02,1,1,661111750,67
68,Samantha Hines,199,2016-11-02,1,1,661111750,68
69,Adam Smith,774,2016-11-02,1,2,661111750,69
70,Nancy Lee,536,2016-11-02,1,1,661111750,70
71,Amanda Miller,399,2016-11-02,1,2,661111750,71
72,Alyssa Rodgers,484,2016-11-02,1,1,661111750,72
73,Ricky Potter,830,2016-11-02,1,1,661111750,73
74,Thomas Mckinney,782,2016-11-02,1,2,661111750,74
75,Jennifer Padilla,926,2016-11-02,1,1,661111750,75
76,Edward Hall,189,2016-11-02,1,2,661111750,76
77,Tamara Gallegos,418,2016-11-02,1,1,661111750,77
78,Jacob Brown,655,2016-11-02,1,1,661111750,78
79,Kenneth Conway,546,2016-11-02,1,3,661111750,79
80,Barbara Davis,232,2016-11-02,1,1,661111750,80
81,Donald Jones,354,2016-11-02,1,1,661111750,81
82,Michael Valdez,314,2016-11-02,1,1,661111750,82
83,Michael Mullins,688,2016-11-02,1,2,661111750,83
84,Daniel Acevedo,256,2016-11-02,1,1,661111750,84
85,Ralph Brown,341,2016-11-02,1,3,661111750,85
86,Michael Watson,956,2016-11-02,1,1,661111750,86
87,Jonathan Sullivan,861,2016-11-02,1,1,661111750,87
88,Melanie Villanueva,440,2016-11-02,1,1,661111750,88
89,Michael White,125,2016-11-02,1,1,661111750,89
90,Lauren Matthews,121,2016-11-02,1,1,661111750,90
91,Brent Fisher,589,2016-11-02,1,1,661111750,91
92,Scott Villegas,172,2016-11-02,0,1,661111750,92
93,Craig Harrison,766,2016-11-02,1,1,661111750,93
94,Keith Peters,785,2016-11-02,1,1,661111750,94
95,Angela Shaw,380,2016-11-02,1,1,661111750,95
96,Stacy Hoffman,667,2016-11-02,1,2,661111750,96
97,Derrick Hughes,164,2016-11-02,1,1,661111750,97
98,Tyler Montes,330,2016-11-02,1,1,661111751,98
99,Zachary Davis,600,2016-11-02,1,1,661111751,99
100,Andrea Vasquez,499,2016-11-02,1,1,661111751,100
101,Toni Edwards,196,2016-11-02,1,1,661111751,101
102,John Gibson,238,2016-11-02,1,2,661111751,102
103,Ryan Massey,821,2016-11-02,1,1,661111751,103
104,Jacob Chang,315,2016-11-02,1,1,661111751,104
105,Joshua Lawson,906,2016-11-02,1,2,661111751,105
106,Joshua Duffy,971,2016-11-02,1,3,661111751,106
107,Douglas Williams,663,2016-11-02,1,3,661111751,107
108,Hunter Smith,955,2016-11-02,1,3,661111751,108
109,Justin Sherman,807,2016-11-02,1,3,661111751,109
110,Sue Rodriguez,275,2016-11-02,1,2,661111751,110
111,Samantha Davis,943,2016-11-02,1,1,661111751,111
112,Kathleen Miller,832,2016-11-02,1,1,661111751,112
113,Mrs. Cynthia Martin,919,2016-11-02,1,1,661111751,113
114,Bridget Lawrence,983,2016-11-02,1,2,661111751,114
115,Karen Avila,824,2016-11-02,1,2,661111751,115
116,Monique Combs,919,2016-11-02,1,1,661111751,116
117,Kimberly Clark,358,2016-11-02,1,3,661111751,117
118,Ryan Brown,789,2016-11-02,1,1,661111751,118
119,Bernard Salinas,353,2016-11-02,1,1,661111751,119
120,Ronald Moore,557,2016-11-02,1,1,661111751,120
121,Brooke Harrington,730,2016-11-02,1,2,661111751,121
122,Kendra Kennedy,308,2016-11-02,1,1,661111751,122
123,Adrienne Armstrong,535,2016-11-02,1,1,661111751,123
124,Jessica Scott,721,2016-11-02,1,1,661111751,124
125,Kristen Lara,931,2016-11-02,1,1,661111751,125
126,Dennis Reynolds,167,2016-11-02,1,1,661111751,126
127,Anthony Liu,356,2016-11-02,1,1,661111751,127
128,Jack Warren,630,2016-11-02,1,1,661111751,128
129,Sarah Jarvis,130,2016-11-02,1,2,661111751,129
130,Bianca Pearson,510,2016-11-02,0,1,661111752,130
131,Taylor Howell,501,2016-11-02,1,1,661111752,131
132,Allison Simmons,150,2016-11-02,1,1,661111752,132
133,Jennifer Ross,720,2016-11-02,1,1,661111752,133
134,Anthony Baker,604,2016-11-02,1,1,661111752,134
135,Rachel Martinez,298,2016-11-02,1,2,661111752,135
136,Amanda Whitaker,342,2016-11-02,1,1,661111752,136
137,Valerie Gonzales,620,2016-11-02,0,2,661111752,137
138,Michael Day,728,2016-11-02,1,1,661111752,138
139,James Pace,282,2016-11-02,1,1,661111752,139
140,Amanda Dickson,930,2016-11-02,1,1,661111752,140
141,Lee Gilbert,818,2016-11-02,1,2,661111752,141
142,Reginald Bennett,878,2016-11-02,1,2,661111752,142
143,Darrell Harris,981,2016-11-02,1,1,661111752,143
144,Gerald House,398,2016-11-02,1,1,661111752,144
145,Annette Hernandez,263,2016-11-02,1,3,661111752,145
146,Ellen Doyle,404,2016-11-02,1,1,661111752,146
147,Karina Ellis,354,2016-11-02,1,3,661111752,147
148,Sara Richards,885,2016-11-02,1,1,661111752,148
149,Katherine Klein,243,2016-11-02,1,1,661111752,149
150,Robin Brooks,447,2016-11-02,1,2,661111752,150
151,Katrina Scott,568,2016-11-02,1,1,661111752,151
152,Jeremy Yoder,391,2016-11-02,1,2,661111752,152
153,Elizabeth Wood,935,2016-11-02,1,1,661111752,153
154,Caroline Hale,434,2016-11-02,1,1,661111752,154
155,Jason Martinez,818,2016-11-02,1,2,661111752,155
156,Brooke Francis,388,2016-11-02,1,1,661111752,156
157,Barbara Sanders,440,2016-11-02,1,1,661111752,157
158,Christy Harrison,718,2016-11-02,1,1,661111752,158
159,Rebecca Huang,686,2016-11-02,1,2,661111753,159
160,Katie Davis,832,2016-11-02,1,1,661111753,160
161,Cynthia Boyd,257,2016-11-02,1,1,661111753,161
162,Luis Hurst,865,2016-11-02,1,1,661111753,162
163,Susan Gilbert,925,2016-11-02,1,1,661111753,163
164,Carolyn Valencia,504,2016-11-02,1,1,661111753,164
165,Louis Kane,903,2016-11-02,0,3,661111753,165
166,Evelyn Lee,278,2016-11-02,1,1,661111753,166
167,Cassandra Adams,751,2016-11-02,1,3,661111753,167
168,Melissa Mason,840,2016-11-02,1,2,661111753,168
169,Wendy Harrington,977,2016-11-02,1,1,661111753,169
170,William Morrison,352,2016-11-02,1,1,661111753,170
171,David Price,393,2016-11-02,1,1,661111753,171
172,Megan Ward,390,2016-11-02,1,1,661111753,172
173,Jennifer Ali,919,2016-11-02,1,1,661111753,173
174,Craig Jimenez,350,2016-11-02,1,1,661111753,174
175,Jennifer Scott,243,2016-11-02,1,1,661111753,175
176,Dylan Williams,881,2016-11-02,1,1,661111753,176
177,Tara Ortega,740,2016-11-02,1,3,661111753,177
178,Austin Farley,897,2016-11-02,1,1,661111753,178
179,Heather Long,855,2016-11-02,1,1,661111753,179
180,Paul Davis,857,2016-11-02,1,1,661111753,180
181,Alexandra Waller,699,2016-11-02,1,1,661111753,181
182,Steven Grant,250,2016-11-02,1,1,661111753,182
183,Alexander Kennedy,983,2016-11-02,1,1,661111753,183
